speechid	speechpath	speaker_id	review_score	transcript	category	speaker_gender	speaker_age
5r4KOcXokqezWxqtOrXI	audio/e5ab0cc3-df58-489b-ab4f-30ef2b8e4997.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	3	പൊക്കാളി വിതച്ചാൽ ആരിയൻ കൊയ്യുമോ?	proverb	Female	30-40
5r8s5WyWxXnIwMxbgwCl	audio/9ba09fab-7007-4570-b3f8-0a4a1eef59e1.wav	MYf90clR8ehYYBOp1NAncn85tuH3	3	വർക്ക് ഫ്രം ഹോം എല്ലാവർക്കും പറ്റില്ല.	conversation	default	default
5tLmylbbUXALwXyrVSJW	audio/a082b08b-a7a0-4f9f-a378-db5e6725d9d7.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	വേണമെങ്കിൽ ചക്ക വേരിലും കായ്ക്കും.	proverb	Male	30-40
5v0cuPoU2w41MrUx2DHN	audio/e67775cc-e731-4a95-9124-d9387cedc044.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	ചൊട്ടയിലെ ശീലം ചുടല വരെ.	proverb	Male	30-40
5wPpcT6DHTif9yFwPZeL	audio/2e03542a-0d42-48b0-9f8a-0bb2c3367d94.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	3	ജാത്യാലുള്ളത് എന്നും കാണും	story	Female	30-40
60sWUTFvHjd7ppw6eYTk	audio/d1ba25d8-5a39-4256-b7c5-6959ddd20410.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	ഏവർക്കും സുഹൃത്തായ മുയൽ	story	Male	30-40
6HNKfy3GtX7xzp1XyA8p	audio/4fac2ea5-eb23-4fe2-bc37-79e623a16b18.wav	59Tt9EuW2DOtyckjvkMVmuPqRW13	3	കിട്ടാത്ത മുന്തിരി പുളിയ്ക്കും	story	Male	30-40
6Q248PtUnBEs21muoP1p	audio/feaa747e-a16c-42be-b563-7f6c2ce4bdab.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	വിശപ്പിനു രുചിയില്ല.	proverb	Male	30-40
6QDao2ypigfuJLF5yWKE	audio/ab3856f3-3237-4739-9795-e04763796685.wav	z3wZ4kXep4cqT5yjIt6nPkzvZl52	3	മൺവെട്ടി തണുപ്പറിയുമോ?	proverb	default	default
6Sso9b4sXTLP9BCHzNjz	audio/9c4f8723-c2ec-4e41-8252-f40f0b96286d.wav	Li6cyWawv0TavTANle4yTmzCDty2	3	വന്ന കാലിൽ നിൽക്കാതെ.	conversation	Female	50-60
6SxKPyT67IekIt0sArH2	audio/e9fb432c-553d-474b-b39d-0af6cfd3ad87.wav	pRHjALdg43clpsZ2rlwA6gXT4J92	3	പട പേടിച്ച് പന്തളത്ത് പോയപ്പോൾ അവിടെ പന്തം കൊളുത്തി പട.	proverb	default	default
6T15qLUjEZlP45HBQscv	audio/4d39ff1c-43eb-4dab-8a34-6b487cbbf616.wav	QgeGxPRrkCNIikXg0epRmMu2agu1	3	ഇരുന്നീട്ട് വേണം കാൽ നീട്ടാൻ.	default	Male	30-40
6cimB5fWrhF204muYace	audio/9b918999-6a01-4570-8368-53d055ad2857.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	പാദം പാദം വച്ചാൽ കാതം കാതം പോകാം.	proverb	Male	30-40
6cmok6bQjczhquNohv5u	audio/f7488036-0e8c-4b01-aef2-a116bacf3d83.wav	QgeGxPRrkCNIikXg0epRmMu2agu1	3	വളർത്തു നായയും ചെന്നായും	story	Male	30-40
6eJi5Tt7I4jqmlCOGoEQ	audio/376c2a31-ae11-4dfa-9ef3-da13cae4769b.wav	WnrwjCDN1PgNuCK4IrstUpDLJB93	3	സമ്പത്ത് കാലത്ത് തൈപത്ത് വച്ചാൽ ആപത്ത് കാലത്ത് കാ പത്തു തിന്നാം.	proverb	default	default
6emvlgXLVceaL9DfPRHR	audio/1f73de02-9404-418e-8ac8-22ac6bd1ba56.wav	vUdcLk4ROIR8CsaYAG6YsAmj15J3	3	ഇപ്പോൾ നല്ല കുറവുണ്ട്.	conversation	default	default
6iLZYBsz8lAP3HGEYuCf	audio/65a631b2-924b-4a65-a250-6d81a180ac91.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	പൂച്ചയ്ക്കാര് മണികെട്ടും?	proverb	Male	30-40
6kZK2GvcAKzEIOBojM71	audio/6bf03482-64c6-4745-af44-21b71622191a.wav	KPppnsxEYoYUpLTsjFfNl8exkYv1	3	കാക്കയും സർപ്പവും	story	default	default
6mapI1hJdiBm9dnnv386	audio/0c64e59a-f89a-45b6-a669-1c675b5b15e1.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	ചങ്ങാതിയെ അറിഞ്ഞാല്‍ ആളെയറിയാം	story	Male	30-40
6o1G0tjgdOukWXWO5cS5	audio/618dcf63-05cc-4fad-a6a1-6e4009deef1a.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	തേടിയ വള്ളി കാലിൽ ചുറ്റി.	proverb	Male	30-40
6p36hKm7wuJI7EVh383E	audio/818d1313-508d-4699-bd13-613d574bb05c.wav	WnrwjCDN1PgNuCK4IrstUpDLJB93	3	തന്നോളം പോന്നാൽ മകനേയും താനെന്നു വിളിക്കണം	default	default	default
6vjRSlqXXvxFnPjFWthL	audio/5dbe1834-9377-4af4-9b62-2b3822c0c9cb.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	അമ്മയ്ക്കു പ്രാണവേദന മകൾക്കു വീണവായന.	proverb	Male	30-40
6zGeqOMF6bPXTN283CRG	audio/c9ddccd5-dc47-4a71-b741-b5b2f2a1e86c.wav	sutUe8ScwBdhopQvzr2VzUO28q03	3	ആലിൻപഴം പഴുത്തപ്പോൾ കാക്കയ്ക്ക് വായപ്പുണ്ണ്.	proverb	Male	30-40
6zq3lGpeKg7aQKyOuG4w	audio/c3cec995-cc2d-41b7-b46e-6413e6cdf4ad.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	താനിരിക്കേണ്ടിടത്ത് താനിരുന്നില്ലെങ്കിൽ നായ ഇരിക്കും.	proverb	Male	30-40
74WcTQRfiMDPOcgeEbbN	audio/77ec94a5-2320-4d6d-823a-e58f4dd7ecaf.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	ഒരുമയുണ്ടെങ്കിൽ ഉലക്കമേലും കിടക്കാം.	proverb	Male	30-40
75IR78me6AQIHeUmeDwR	audio/79ee3ce9-8e05-441d-a790-0732237f5fc1.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	കുളിപ്പിച്ചാലും പന്നി ചേറ്റിൽ.	proverb	Male	30-40
78GE2o8cy2oqDadnSlU9	audio/5a035b75-1ff0-4df4-a488-dace717a5dba.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	വേണ്ട, വേണ്ടാത്തോണ്ടാ.	conversation	Male	30-40
7CnYJxOLwXPi4yRUj0zx	audio/de543b59-10c4-4597-96ca-3f2b252b5061.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	ചില്ലറ കയ്യിലില്ല.	conversation	Male	30-40
7D0AB6ndi8NaI0Nv05nO	audio/928a291f-ea41-48ca-977b-387b3ca6645c.wav	QgeGxPRrkCNIikXg0epRmMu2agu1	3	എങ്കിലും ദയ തോന്നി എലിയെ വെറുതെ വിട്ടു	story	Male	30-40
7F1eZILuHkV1Tvkl5MIP	audio/b01a7327-c0b2-4549-8a8e-5af1b810f013.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	3	ഷർട്ട് നല്ല ടൈറ്റാണ്.	conversation	Female	30-40
7K4rL5cK4OFLMJqx6UKc	audio/c06c935a-d54b-406a-80f7-808e241eeabe.wav	59Tt9EuW2DOtyckjvkMVmuPqRW13	3	ഞാൻ ഭക്ഷണം കഴിച്ചിട്ടില്ല.	conversation	Male	30-40
7KfhBs5UxXPQRl1a8oi9	audio/ee75e979-4a2a-4f6e-90c5-c740b8a611d3.wav	QgeGxPRrkCNIikXg0epRmMu2agu1	3	ദൈവാനുഗ്രഹം തന്നെ.	conversation	Male	30-40
7MgfBXbHYUdHp0E2gBYa	audio/8f627bca-a352-495c-bd89-09ec3563073c.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	ഇതിന് നല്ല നീളമുണ്ടല്ലോ.	conversation	Male	30-40
7OMvZLg5PnRQMOhedV6w	audio/4357cefd-5d21-45ce-8c39-d7c5c22039c5.wav	pRHjALdg43clpsZ2rlwA6gXT4J92	3	ചക്കയ്ക്കൊക്കെ ഇപ്പോൾ നല്ല ഡിമാൻഡാണ്.	conversation	default	default
7Su8TL73xip3x8rRS8hN	audio/7426c4e9-defe-44d1-8dcf-80155366804e.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	പൊൻമുട്ടയിടുന്ന താറാവിനെ കൊല്ലരുത്.	proverb	Male	30-40
7UALcJPIkfsCSNm8SR3n	audio/38c64c64-b1dd-42ff-b2c2-e7abb3596ead.wav	J4S9i6Zy1oXldAj4XuvHqXX2RK62	3	വാ നമുക്കൊന്ന് കടല് കണ്ടിട്ട് വരാം	conversation	Male	20-30
7UoPD22E7KtGGrxl7hPJ	audio/bd8d0f58-9a45-4fdb-843f-f13b55710a4c.wav	MYf90clR8ehYYBOp1NAncn85tuH3	3	മോഷ്ടാവും അമ്മയും	story	default	default
7jG0p5DGA0uPHgUPE0kD	audio/84504f48-f44c-4f76-879e-6f40f2fbd4fe.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	3	അഹങ്കാരിയായ പൂവന്‍ കോഴി	story	Female	30-40
7kO4Uq1E0ASlOLjAOUJB	audio/91a4f77d-95fa-4dbd-970d-7abc2e4e2ffb.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	എലികള്‍ പണ്ടേ എന്റെ ജന്മ ശത്രുക്കളാണ്	story	Male	30-40
7miMSR1YCYR81XQvr3OK	audio/989b44ea-9de2-4632-8baf-369aed404d3a.wav	Li6cyWawv0TavTANle4yTmzCDty2	3	നീ വിഷമിക്കേണ്ട.	conversation	Female	50-60
7n91hZ2bHskMGgUPCGPf	audio/230d2ba7-45e6-426b-84c5-52b4bed9b9f8.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	3	എന്റെ കുഞ്ഞിന് നല്ല സുഖമില്ല.	conversation	Female	30-40
7nrmDfC67bMUyd8GrCNe	audio/787dfda1-aa03-4b0c-97d7-d57ad30d5c36.wav	Li6cyWawv0TavTANle4yTmzCDty2	3	ആരാണീ വന്നിരിക്കുന്നത്?	conversation	Female	50-60
7rQSMhOvIBu2QLZpRvaa	audio/6bd12ef1-17cf-4462-8455-ccc9321171dc.wav	59Tt9EuW2DOtyckjvkMVmuPqRW13	3	എന്നു പറഞ്ഞ വവ്വാല്‍ രണ്ടാമതും രക്ഷപ്പെട്ടു	story	Male	30-40
7t4PkKbaBSHDkNnyQq5I	audio/6c2730cb-e438-48cf-a67f-3678f6250aa6.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	വവ്വാലും പക്ഷികളും മൃഗങ്ങളും	story	Male	30-40
80J1X1dq6udjidKgRGkt	audio/661d80fd-d934-4544-8cde-ad4732fc198e.wav	t1L6jrciuxPY4WiL805pyfBFFsP2	3	നീ വിഷമിക്കേണ്ട.	conversation	default	default
80dhJH96AY2g2ZLRm14l	audio/a0944c35-c426-4cb1-b7ad-8a4dac343eb9.wav	4g8oHH1MgvOvECpoSKbWWrRpWT82	3	വരമ്പു ചാരി നട്ടാൽ ചുവരു ചാരിയുണ്ണാം.	proverb	Male	20-30
851p2ePQPQRZwEsESo6Q	audio/cd23d441-f50f-4c01-b07d-adad227f2368.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	കിട്ടാത്ത മുന്തിരി പുളിയ്ക്കും	story	Male	30-40
8CvOpuDvXHp5JIxoEHPa	audio/e917b059-3816-4bc5-a1b4-c0a452c0a113.wav	QgeGxPRrkCNIikXg0epRmMu2agu1	3	വേണ്ട, വേണ്ടാത്തോണ്ടാ.	conversation	Male	30-40
8HwMiTaYycX7G5oZ4hVs	audio/12669a61-07d9-461d-a553-1d159512131e.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	3	ഇതോടെ ആരോപണങ്ങള്‍ മതിയാക്കിയ ചെന്നായ് ആട്ടിന്‍ കുട്ടിയെ കൊന്നു ശാപ്പിട്ടു കൊണ്ട് പറഞ്ഞു	story	Female	30-40
8I1PrrL8MvsokbeSar9N	audio/1667fa12-f35f-4954-bc96-6491277ee12e.wav	WnrwjCDN1PgNuCK4IrstUpDLJB93	3	ആമയും പക്ഷികളും	story	default	default
8Ladw1uhWJgtnHKkvhgd	audio/a290edec-1417-4657-b13b-64876fdd7cd9.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	മരത്തില്‍ നിന്നും താഴെ വീണ ഒരു വവ്വാല്‍ അകപ്പെട്ടത് ഒരു കീരിയുടെ കൈകളിലാണ്	story	Male	30-40
8No442eV2Ll46rCziVeg	audio/37dc1659-5546-4b7c-8365-3e0dc249cde6.wav	mYTyO3jrvgZv1XU0pZwRbSwwuhC3	3	കുരക്കുന്ന പട്ടി കടിക്കില്ല.	proverb	default	default
8X7VoXsVOktYAWNrKJtK	audio/268a279d-8b0b-4030-bdc3-eccb1cb8ae60.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	വിളഞ്ഞാൽ പിന്നെ വച്ചേക്കരുതു്‌.	proverb	Male	30-40
8YJnja86NqaLNYjXkW2B	audio/f34777bb-0d3d-4ccd-9747-030a8e1a3153.wav	MYf90clR8ehYYBOp1NAncn85tuH3	3	ഇരുന്നിട്ട് വേണം കാൽ നീട്ടാൻ.	proverb	default	default
8dwGMAMZPBSgRheMqUwr	audio/9398af5c-f7f1-4af7-bf45-32f42fa5463c.wav	L2VjTEBUwJVobWfHy9wPZo0C7EQ2	3	പണത്തിനു മീതെ പരുന്തും പറക്കില്ല	proverb	default	default
9LD3d2VywmjSsztdOcED	audio/d93edf77-9852-478f-8d18-f21579532ba4.wav	59Tt9EuW2DOtyckjvkMVmuPqRW13	3	ഇറച്ചിയില്ലാത്ത ബിരിയാണിയോ?	conversation	Male	30-40
9RusQqVjb484Uwe2qlOT	audio/c10dd315-e5e9-4686-bba9-0bf943d3abdc.wav	Li6cyWawv0TavTANle4yTmzCDty2	3	പയ്യെത്തിന്നാൽ പനയും തിന്നാം	proverb	Female	50-60
9Sr3c2l9h5PiPFZi43Ns	audio/c4253e85-c258-43af-9ca9-a92e0bfca5c3.wav	QgeGxPRrkCNIikXg0epRmMu2agu1	3	ഇനി നീ പറ.	conversation	Male	30-40
9dPUcw1yK95LcMqSt4rr	audio/65a8fedd-ee10-4376-8860-5df2bb832cfa.wav	59Tt9EuW2DOtyckjvkMVmuPqRW13	3	എതൊന്നും എനിയ്ക്ക് അറിയില്ലായിരുന്നു.	conversation	Male	30-40
9jIp5uzoTcK7cUHNDb2J	audio/82bf6c1d-de8f-4151-9ffb-4b9a4061c25a.wav	WnrwjCDN1PgNuCK4IrstUpDLJB93	3	നിറകുടം തുളുമ്പില്ല.	proverb	default	default
9ngXp8E2PNadejcrB1vR	audio/4167518a-ba27-433f-8029-701c68c47aa9.wav	59Tt9EuW2DOtyckjvkMVmuPqRW13	3	വിഗ്രഹം ചുമക്കുന്ന കഴുത	story	Male	30-40
9rmYc5ZPiZDmoGf2CPoZ	audio/d292bf5c-2a5c-4130-8f1a-2a3d1997967c.wav	Li6cyWawv0TavTANle4yTmzCDty2	3	ആധാർ കാർഡ് കൊണ്ടുവന്നിട്ടുണ്ടോ?	conversation	Female	50-60
9s8JJ8d5BoXi3XhvxWKJ	audio/3731a682-e10a-4c41-95bf-a2299ee4924b.wav	oeaNxrE0uxNSfoDpdrCYGBGC7uC3	3	അകത്തുള്ളത് മുഖത്ത് വിളങ്ങും.	proverb	default	default
9vh8yacPNC9qNPxApDwv	audio/f9a5de74-c245-40ab-934d-1e74607fbb36.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	പശുവിന് പാലെത്ര കിട്ടും?	conversation	Male	30-40
9xG792022hVejD2iuaCH	audio/0b44b06a-f3c6-4048-9451-39c7148d2cb4.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	ഇരിക്കേണ്ടവൻ ഇരിക്കേണ്ടിടത്തിരുന്നില്ലെങ്കിൽ അവിടെ പട്ടി കയറി ഇരിക്കും.	proverb	Male	30-40
9xfMHjN2dt2q3Vhzn1n3	audio/cb36b08c-34c8-4f8e-9e07-c13c18a4b98b.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	ആധിയോളം വലിയ വ്യാധിയില്ല.	proverb	Male	30-40
9yIpEWx3QB9lNuP0epnL	audio/c52ba3c1-d533-4e06-a838-7d1d971a9db2.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	നിന്റെ കയ്യിൽ പൈസയുണ്ടോ?	conversation	Male	30-40
A05gtIPJZ3pl4kd2IyB2	audio/fc2d58f3-cd03-4033-b29a-fac021c8e7f8.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	3	ആശുപത്രിയിൽ ഒന്ന് പോകണം.	conversation	Female	30-40
A3probgP7nAWT0xPvab7	audio/d3781a5a-2e53-470a-9d74-ca72399e85a5.wav	KPppnsxEYoYUpLTsjFfNl8exkYv1	3	ഒരു കോഴിയും കുറെ തസ്ക്കരന്മാരും	story	default	default
AGlCcpbgEe3EauGFjw13	audio/a117273f-b81b-4e39-8e8b-736ad22ada24.wav	WnrwjCDN1PgNuCK4IrstUpDLJB93	3	ആരാണീ വന്നിരിക്കുന്നത്?	conversation	default	default
AQlAUD3e633uUWzsURDu	audio/1b53fbf5-186a-4b53-b905-ccb7226b0253.wav	L2VjTEBUwJVobWfHy9wPZo0C7EQ2	3	കൊക്കിലൊതുങ്ങുന്നതേ കൊത്താവൂ.	proverb	default	default
ARu3oF07bfZB7lHSxZoI	audio/900835c8-185b-47e0-9011-f0231f83c379.wav	vUdcLk4ROIR8CsaYAG6YsAmj15J3	3	ഓൺലൈനിൽ കണ്ടിട്ട് കുറച്ച് ദിവസമായല്ലോ.	conversation	default	default
AUdb7F1hbSbwN1GvLkp4	audio/2417a15d-d4cf-4035-ac59-42833fe827c6.wav	Ee6DPa8bo4Y8PQVBhuWOxcP0t9T2	3	മൂത്തോരുടെ വാക്കും മുതുനെല്ലിക്കയും ആദ്യം കയ്ക്കും പിന്നെ മധുരിക്കും.	proverb	default	default
AeIID9ZMQ4IIkPSTlGnb	audio/54719902-dddc-4664-897a-e391009e796c.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	ആട്ടിന്‍ കുട്ടി ഉണർത്തിച്ചു	story	Male	30-40
AjxYOf2pB9AdvKQMP6F9	audio/74d850af-e102-4f18-8c6b-6e620bba1068.wav	Li6cyWawv0TavTANle4yTmzCDty2	3	ചോദ്യം തെറ്റാണെങ്കിൽ ക്ഷമിക്കുക.	conversation	Female	50-60
AqafowgptlEm1tMTJNU8	audio/eaf84ab9-f743-40ba-9831-c319416dcc49.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	ടോക്കൺ കിട്ടിയില്ല.	conversation	Male	30-40
B1KsHzQici8FRGKMLu9T	audio/21bd8de7-4a03-480a-9f2e-6e5d21f0c67d.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	ഈയിടെയായി രാത്രിയിൽ തീരെ ഉറക്കമില്ല.	conversation	Male	30-40
BAumzibPQGqfDSpF41KX	audio/0a55ad6b-0a21-4cb4-8f5b-68f14c426706.wav	QgeGxPRrkCNIikXg0epRmMu2agu1	3	ഇപ്പോഴാണ് ശ്വാസം നേരെ വീണത്.	conversation	Male	30-40
BEUnrYh70XggihWXc1q5	audio/b812ef31-a785-442b-b852-ea7b1b71fb69.wav	oeaNxrE0uxNSfoDpdrCYGBGC7uC3	3	നടുക്കടലിലും നായ നക്കിയേ കുടിക്കൂ.	proverb	default	default
BFwNysetcuUFXl7ZsGp5	audio/e1664389-692c-40d3-a0aa-22c65fba55db.wav	W25drYULyTQsP57oZsKYvaHHjxu1	3	മത്തിക്കറിയോളം വരുമോ?	conversation	default	default
BL6UR4qjIxoCB1mXw5DO	audio/0aedb490-67bd-40d1-8837-df319f9b01e6.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	ഇരുന്നീട്ട് വേണം കാൽ നീട്ടാൻ.	default	Male	30-40
BN5eyWgh7xuIWNAtBiQ4	audio/fd978bcb-4d53-48d5-b0db-9a96fdd454ac.wav	oeaNxrE0uxNSfoDpdrCYGBGC7uC3	3	കൊക്കെത്ര കുളം കണ്ടതാ?	proverb	default	default
BO1QcgPt6heRUaHgDe4B	audio/ce079902-60b6-4c37-bbac-8965c42da5c7.wav	MYf90clR8ehYYBOp1NAncn85tuH3	3	പെൻഷൻ വാങ്ങാൻ പോയോ?	conversation	default	default
BOCZeAfR3SnmnEGzEOGI	audio/bdee4e6b-a8cc-4834-81a0-a0d65115aca0.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	3	ഞാന്‍ ജനിച്ചിട്ട് മാസങ്ങളേ ആയിട്ടുള്ളൂ	story	Female	30-40
BQKY8nGhrVGyluHPOPoS	audio/5dfae2ff-6353-4504-800a-4a1f32697c8a.wav	4g8oHH1MgvOvECpoSKbWWrRpWT82	3	ഇരുന്നീട്ട് വേണം കാൽ നീട്ടാൻ.	default	Male	20-30
BQsLwzqY04iijnOqQByt	audio/f78012d8-325d-4e05-bf78-1dd5063e195c.wav	mYTyO3jrvgZv1XU0pZwRbSwwuhC3	3	ഇഷ്ടം മുറിക്കാൻ അർത്ഥം മഴു	proverb	default	default
BRFqZVltc4oFEUmvQebu	audio/4852a6e1-0096-42b7-a240-d60eff031f35.wav	59Tt9EuW2DOtyckjvkMVmuPqRW13	3	എന്നാണ് എത്തിയത്?	conversation	Male	30-40
BVrHnNbgsand7gMI9p4k	audio/27a17b6b-bee8-4d5f-b407-0383bc69ce5e.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	പുര കത്തുമ്പോൾ വാഴവെട്ടുക.	proverb	Male	30-40
BYajUQUQXseCnknJ1K59	audio/45907131-dd36-4a26-8f42-c3c5b8e8c5c3.wav	KPppnsxEYoYUpLTsjFfNl8exkYv1	3	എടാ കുഞ്ഞേ! കഴിഞ്ഞ വർഷം നീ എന്നെ അപമാനിച്ചില്ലേ?	story	default	default
Ba77ic23rcRI7jEcNn1H	audio/7e6bc097-8f52-44e4-850e-936d44300dcd.wav	Li6cyWawv0TavTANle4yTmzCDty2	3	ആരെങ്കിലും അവിടെ വരെയൊന്ന് പോയി നോക്കൂ.	conversation	Female	50-60
Bgmay6yri4aFETRKna09	audio/b7749c7e-1e8c-47ed-9cad-8e682ff94bce.wav	vUdcLk4ROIR8CsaYAG6YsAmj15J3	3	പശുവിന് പാലെത്ര കിട്ടും?	conversation	default	default
BjIIY4Drn4fUm3eD58i9	audio/5838f7ba-3af8-423c-a5bb-25c863c9d688.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	വർഷം പോലെ കൃഷി.	proverb	Male	30-40
BwX4Fuxe1JDN8kMLEMiK	audio/5c94733f-b266-49e5-911d-d81cc3ede202.wav	MYf90clR8ehYYBOp1NAncn85tuH3	3	ഇനി പറഞ്ഞിട്ട് കാര്യമില്ല.	conversation	default	default
Bx6XBtPdIqAX3wk12jVx	audio/d6191e63-bd2b-49fb-9206-6da7c7fc083a.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	വെട്ടിൽ വീഴ്ത്തിയാൽ വൻമരവും വീഴും.	proverb	Male	30-40
By74mkQ42aMtTjGd25re	audio/79a39a50-3cad-4c82-b979-c1f5614a6324.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	നാളെ ആരുടെ കല്യാണമാണ്.	conversation	Male	30-40
ByluQneCyP8Y9dmW5qjT	audio/055f87bc-ec73-4b94-ae4b-0095014f4d0e.wav	QgeGxPRrkCNIikXg0epRmMu2agu1	3	ഇവിടെ ഒരിത്തിരി പണിയുണ്ടായിരുന്നു.	conversation	Male	30-40
C45Om2kz8w5oicizNBI7	audio/9c46e92e-ab75-4624-867e-a11638ca1a7f.wav	WnrwjCDN1PgNuCK4IrstUpDLJB93	3	ഈ ചൂടുകാലത്ത് എങ്ങനെ പുറത്തിറങ്ങും?	conversation	default	default
C5lnd56i6jqXbLLoQleE	audio/423397b1-0d9e-430e-a519-c556199fd4d6.wav	WnrwjCDN1PgNuCK4IrstUpDLJB93	3	ചെന്നായും ആട്ടിടയരും	story	default	default
C7RNAe9UnFuBd1d4Zpip	audio/d4b937b3-fcd7-488c-abd1-559d62727ea1.wav	oeaNxrE0uxNSfoDpdrCYGBGC7uC3	3	ആന മെലിഞ്ഞാൽ തൊഴുത്തിൽ കെട്ടാമോ?	proverb	default	default
C87sCNb1fxY2W35wiy70	audio/e28480d2-6742-4231-a39c-0f2cb1aed0ac.wav	vUdcLk4ROIR8CsaYAG6YsAmj15J3	3	വിശദമായ കണക്കുകൾ പിന്നെപ്പറയാം.	conversation	default	default
C9JGFaSAYyzLpQhCeBKv	audio/fe3f5e5d-db11-4fbc-aef3-93ca89d72217.wav	oeaNxrE0uxNSfoDpdrCYGBGC7uC3	3	ആകെ മുങ്ങിയാൽ കുളിരില്ല.	proverb	default	default
CArWPSARXAVvROWEEOC1	audio/5161cb3d-020a-4ef0-b41a-4cad0841d54d.wav	pRHjALdg43clpsZ2rlwA6gXT4J92	3	ഇടയ്ക്കൊക്കെ ഫോൺ വിളിയ്ക്കും.	conversation	default	default
CBy0kFBT11IBvhTWHTWE	audio/55a6510b-c8b2-44ca-9583-d9b5868dba78.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	3	ആരാണീ വന്നിരിക്കുന്നത്?	conversation	Female	30-40
CFcusaCie6VBSRzLt9jQ	audio/a91873b8-fbcb-4763-90bb-aa51a55e516d.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	3	ഇടയ്ക്കൊക്കെ ഫോൺ വിളിയ്ക്കും.	conversation	Female	30-40
CJcnNb2td45noIELanzF	audio/771f0487-88c3-44e7-923a-fa1c403afb66.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	3	പാമ്പിനു പാലുകൊടുത്താലും	story	Female	30-40
CNWh5AONUN829zY49Vvs	audio/6d8e57d9-6998-4a7f-bb3a-6324b9910abb.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	വേരിനു വളം വയ്ക്കാതെ തലയ്ക്കു വളം വച്ചിട്ടെന്തു കാര്യം?	proverb	Male	30-40
CPEnMUr2YCt1oxsKlfNK	audio/f46a998d-ed01-4e7c-a1f8-92d09e36e68c.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	3	മോഷ്ടാവും അമ്മയും	story	Female	30-40
CPd43J7nQyfBZ4oEcvg3	audio/69846b65-8b53-4c86-9a70-7d388aec24d7.wav	4g8oHH1MgvOvECpoSKbWWrRpWT82	3	മോങ്ങാനിരുന്ന പട്ടിയുടെ തലയിൽ തേങ്ങ വീണു.	proverb	Male	20-30
CR4k0sACmmYUfkr27IMO	audio/c44c403e-17de-44d4-847f-c17638bb16db.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	നാളത്തെ കാര്യം നാളെ നോക്കാം.	conversation	Male	30-40
CS2MuYSs3WuNeiY4JWSH	audio/e253c889-9cfc-4aa7-8e17-0e71c7c17a0f.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	3	ഈ ചൂടത്തെങ്ങനെ പുറത്തിറങ്ങും.	conversation	Male	30-40
